team,turnovers,blocks,home_team,home_score,away_team,away_score,completions,total_passes,o_line_scores,o_line_points,o_line_posessions,d_line_scores,d_line_points,d_line_posessions,rz_scores,rz_posessions,huck_completions,huck_attempts,season,is_home_team
Cascades,18,11,SEA,34,VAN,27,35,53,24,29,37,10,36,18,,,,,2015,True
FlameThrowers,21,10,SD,25,SF,27,302,323,15,27,32,12,29,18,,,,,2015,False
Growlers,22,12,SD,25,SF,27,285,307,16,29,34,9,27,17,,,,,2015,True
Flyers,18,12,CHA,18,RAL,27,128,146,14,20,31,13,29,17,,,,,2015,False
Express,27,6,CHA,18,RAL,27,234,261,16,29,33,2,20,14,,,,,2015,True
Royal,35,20,MTL,20,NY,17,177,212,11,19,36,9,22,22,,,,,2015,True
Empire,39,14,MTL,20,NY,17,264,303,12,22,35,5,19,22,,,,,2015,False
Union,24,15,CHI,25,MIN,15,240,264,11,17,21,14,28,28,,,,,2015,True
Wind Chill,32,15,CHI,25,MIN,15,237,269,11,27,41,4,17,10,,,,,2015,False
Rush,18,15,TOR,33,DC,21,273,291,18,23,29,15,35,25,,,,,2015,True
Breeze,31,11,TOR,33,DC,21,244,275,17,35,44,4,23,11,,,,,2015,False
Mechanix,24,12,DET,25,CIN,29,306,330,20,31,36,5,27,16,,,,,2015,True
Revolution,20,11,DET,25,CIN,29,170,190,19,28,37,10,31,16,,,,,2015,False
Radicals,20,19,MAD,27,MIN,10,209,229,10,12,20,17,29,30,,,,,2015,True
Wind Chill,34,10,MAD,27,MIN,10,414,448,9,29,39,1,12,9,,,,,2015,False
Nightwatch,34,10,RAL,33,NSH,22,300,334,19,35,47,3,24,12,,,,,2015,False
Flyers,25,21,RAL,33,NSH,22,254,279,21,24,33,12,35,26,,,,,2015,True
Cascades,18,18,SEA,29,LA,19,31,49,15,21,25,14,31,25,,,,,2015,True
Aviators,29,4,SEA,29,LA,19,305,334,14,31,40,5,21,9,,,,,2015,False
Rush,11,13,ROC,21,TOR,37,335,346,20,23,27,17,39,23,,,,,2015,False
Dragons,28,5,ROC,21,TOR,37,246,274,19,39,43,2,23,7,,,,,2015,True
Growlers,24,19,SF,18,SD,21,265,289,9,20,30,12,23,17,,,,,2015,False
FlameThrowers,27,12,SF,18,SD,21,305,332,10,23,28,8,20,19,,,,,2015,True
Empire,23,15,DC,18,NY,22,237,260,12,20,29,10,24,17,,,,,2015,False
Breeze,26,13,DC,18,NY,22,291,317,12,24,31,6,20,16,,,,,2015,True
Express,20,13,CHA,29,NSH,26,250,270,21,28,38,8,31,13,,,,,2015,True
Nightwatch,23,8,CHA,29,NSH,26,330,353,21,31,35,5,28,15,,,,,2015,False
Royal,28,17,OTT,25,MTL,24,200,228,19,27,38,5,26,15,,,,,2015,False
Outlaws,25,11,OTT,25,MTL,24,330,355,18,26,35,7,27,19,,,,,2015,True
Riptide,23,13,VAN,27,LA,24,283,306,17,27,32,10,29,20,,,,,2015,True
Aviators,26,18,VAN,27,LA,24,332,358,16,29,38,8,27,14,,,,,2015,False
Revolution,31,9,IND,27,CIN,18,317,348,16,29,39,2,20,11,,,,,2015,False
AlleyCats,21,13,IND,27,CIN,18,248,269,17,20,29,10,29,23,,,,,2015,True
Wind Chill,22,17,MIN,12,CHI,12,196,218,9,14,22,3,14,16,,,,,2015,True
Union,23,11,MIN,12,CHI,12,152,175,9,14,26,3,14,11,,,,,2015,False
Cannons,17,9,JAX,26,ATL,22,258,275,19,24,35,7,28,12,,,,,2015,True
Hustle,22,12,JAX,26,ATL,22,309,331,20,28,32,2,24,15,,,,,2015,False
FlameThrowers,32,12,SJ,20,SF,15,267,299,13,22,39,2,17,11,,,,,2015,False
Spiders,27,13,SJ,20,SF,15,217,244,13,17,25,7,21,24,,,,,2015,True
Mechanix,29,13,DET,18,IND,28,300,329,16,30,39,2,21,10,,,,,2015,True
AlleyCats,21,15,DET,18,IND,28,269,290,17,20,28,11,30,22,,,,,2015,False
Radicals,16,14,MAD,16,CHI,13,181,197,9,15,21,7,18,15,,,,,2015,True
Union,17,8,MAD,16,CHI,13,456,473,8,18,23,5,15,11,,,,,2015,False
Cascades,29,14,LA,20,SEA,17,209,238,11,22,29,6,19,19,,,,,2015,False
Aviators,26,5,LA,20,SEA,17,238,264,11,19,31,9,22,16,,,,,2015,True
Riptide,18,8,VAN,27,SD,29,289,307,23,31,35,4,29,12,,,,,2015,True
Growlers,15,10,VAN,27,SD,29,307,322,22,29,36,7,31,11,,,,,2015,False
Flyers,42,22,NSH,21,RAL,22,233,275,14,23,42,8,25,25,,,,,2015,False
Nightwatch,44,17,NSH,21,RAL,22,316,360,13,25,39,8,23,28,,,,,2015,True
Wind Chill,27,25,DET,20,MIN,27,289,316,17,22,36,10,29,22,,,,,2015,False
Mechanix,35,12,DET,20,MIN,27,251,286,17,29,40,3,22,19,,,,,2015,True
FlameThrowers,31,11,SF,18,SJ,20,302,333,13,22,30,5,20,21,,,,,2015,True
Spiders,29,17,SF,18,SJ,20,248,277,13,20,36,7,22,17,,,,,2015,False
Growlers,21,13,SEA,19,SD,21,248,269,12,21,28,9,23,18,,,,,2015,False
Cascades,25,13,SEA,19,SD,21,53,78,12,23,29,7,21,16,,,,,2015,True
Flyers,25,8,ATL,29,RAL,28,215,240,19,31,36,9,31,20,,,,,2015,False
Hustle,24,14,ATL,29,RAL,28,287,311,20,31,42,9,31,14,,,,,2015,True
Empire,23,9,TOR,28,NY,25,203,226,18,30,38,7,27,12,,,,,2015,False
Rush,20,14,TOR,28,NY,25,303,323,18,27,31,10,30,19,,,,,2015,True
Thunderbirds,20,16,PIT,28,MIN,22,273,293,15,24,33,13,30,19,,,,,2015,True
Wind Chill,24,12,PIT,28,MIN,22,251,275,16,30,37,6,24,12,,,,,2015,False
Union,34,18,CHI,24,IND,22,245,279,11,24,36,13,26,25,,,,,2015,True
AlleyCats,37,18,CHI,24,IND,22,175,212,12,26,38,10,24,23,,,,,2015,False
Breeze,25,12,PHI,29,DC,30,298,323,23,32,42,7,32,16,,,,,2015,False
Phoenix,27,15,PHI,29,DC,30,328,355,22,32,39,7,31,18,,,,,2015,True
Cannons,19,12,JAX,26,CHA,17,224,243,13,19,27,13,28,20,,,,,2015,True
Express,28,12,JAX,26,CHA,17,178,206,13,28,36,4,19,12,,,,,2015,False
AlleyCats,18,12,CIN,23,IND,27,282,300,21,25,29,6,29,19,,,,,2015,False
Revolution,22,8,CIN,23,IND,27,353,375,21,29,40,2,25,8,,,,,2015,True
Aviators,28,8,LA,19,SJ,20,224,252,12,22,32,7,21,17,,,,,2015,True
Spiders,25,15,LA,19,SJ,20,254,279,11,21,30,9,22,19,,,,,2015,False
Thunderbirds,28,20,MIN,17,PIT,30,180,208,15,19,25,15,32,34,,,,,2015,False
Wind Chill,41,18,MIN,17,PIT,30,229,270,14,32,54,3,19,8,,,,,2015,True
Empire,21,16,NY,24,OTT,17,198,219,13,19,27,11,26,20,,,,,2015,True
Outlaws,26,7,NY,24,OTT,17,331,357,13,26,34,4,19,13,,,,,2015,False
Nightwatch,29,7,ATL,30,NSH,20,270,299,20,32,47,0,22,4,,,,,2015,False
Hustle,20,16,ATL,30,NSH,20,273,293,18,22,24,12,32,28,,,,,2015,True
Royal,28,16,DC,20,MTL,21,255,283,13,22,33,8,23,18,,,,,2015,False
Breeze,29,13,DC,20,MTL,21,249,278,13,23,33,7,22,18,,,,,2015,True
Growlers,23,12,SD,21,SJ,23,261,284,16,25,30,5,23,16,,,,,2015,True
Spiders,19,6,SD,21,SJ,23,312,331,14,23,32,9,25,14,,,,,2015,False
Thunderbirds,31,15,MAD,24,PIT,18,319,350,17,26,37,1,20,14,,,,,2015,False
Radicals,24,19,MAD,24,PIT,18,245,269,17,20,31,7,26,20,,,,,2015,True
Outlaws,20,12,ROC,18,OTT,24,25,45,14,20,24,10,26,23,,,,,2015,False
Dragons,27,10,ROC,18,OTT,24,211,238,14,26,37,4,20,10,,,,,2015,True
Nightwatch,29,13,JAX,23,NSH,18,315,344,14,25,34,4,20,16,,,,,2015,False
Cannons,24,13,JAX,23,NSH,18,227,251,14,20,31,9,25,18,,,,,2015,True
Phoenix,30,9,PHI,18,MTL,23,276,306,15,25,34,3,20,16,,,,,2015,True
Royal,25,17,PHI,18,MTL,23,218,243,15,20,31,8,25,18,,,,,2015,False
AlleyCats,19,16,DET,16,IND,30,217,236,12,18,23,18,32,30,,,,,2015,False
Mechanix,35,6,DET,16,IND,30,334,369,12,32,42,4,18,9,,,,,2015,True
Revolution,32,10,CIN,18,CHI,27,224,256,17,29,36,1,20,16,,,,,2015,True
Union,22,16,CIN,18,CHI,27,302,324,17,20,34,10,29,18,,,,,2015,False
Flyers,22,15,RAL,34,CHA,22,226,248,17,24,30,17,36,27,,,,,2015,True
Express,33,12,RAL,34,CHA,22,271,304,16,36,45,6,24,12,,,,,2015,False
Union,22,8,IND,23,CHI,22,276,298,16,25,30,6,24,14,,,,,2015,False
AlleyCats,20,11,IND,23,CHI,22,249,269,17,24,32,6,25,15,,,,,2015,True
Royal,22,8,MTL,27,TOR,26,240,262,18,28,32,9,29,17,,,,,2015,True
Rush,22,10,MTL,27,TOR,26,241,263,18,29,37,8,28,14,,,,,2015,False
Spiders,20,13,SJ,31,SD,18,246,266,19,20,24,12,33,31,,,,,2015,True
Growlers,32,5,SJ,31,SD,18,289,321,18,33,49,0,20,4,,,,,2015,False
Cannons,35,9,ATL,23,JAX,20,191,226,17,25,42,3,22,14,,,,,2015,False
Hustle,30,19,ATL,23,JAX,20,268,298,16,22,32,7,25,25,,,,,2015,True
Rush,23,11,OTT,19,TOR,23,231,254,15,21,31,8,25,17,,,,,2015,False
Outlaws,27,7,OTT,19,TOR,23,260,287,15,25,33,4,21,15,,,,,2015,True
Cascades,17,11,VAN,22,SEA,26,256,273,21,24,31,5,28,15,,,,,2015,False
Riptide,22,6,VAN,22,SEA,26,264,286,20,28,36,2,24,9,,,,,2015,True
FlameThrowers,23,12,SF,27,SD,22,296,319,16,24,31,11,29,20,,,,,2015,True
Growlers,27,9,SF,27,SD,22,246,273,15,29,37,7,24,14,,,,,2015,False
Empire,21,16,NY,27,PHI,17,249,270,13,19,21,14,29,27,,,,,2015,True
Phoenix,28,13,NY,27,PHI,17,266,294,12,29,41,5,19,8,,,,,2015,False
Wind Chill,49,27,CHI,20,MIN,14,137,186,9,22,45,5,16,22,,,,,2015,False
Union,46,27,CHI,20,MIN,14,187,233,10,16,34,10,22,35,,,,,2015,True
Nightwatch,35,16,NSH,20,JAX,18,281,316,14,20,28,6,22,30,,,,,2015,True
Cannons,38,15,NSH,20,JAX,18,217,255,14,22,44,4,20,13,,,,,2015,False
Radicals,13,22,MAD,35,DET,12,246,259,14,14,20,21,37,29,,,,,2015,True
Mechanix,35,9,MAD,35,DET,12,372,407,12,37,44,0,14,6,,,,,2015,False
Thunderbirds,18,12,PIT,30,CIN,16,204,222,16,18,24,14,32,25,,,,,2015,True
Revolution,31,11,PIT,30,CIN,16,359,390,15,32,42,1,18,8,,,,,2015,False
Revolution,33,8,IND,25,CIN,9,350,383,9,27,37,0,11,8,,,,,2015,False
AlleyCats,18,15,IND,25,CIN,9,247,265,10,11,18,15,27,27,,,,,2015,True
Outlaws,35,18,PHI,15,OTT,18,253,288,11,17,36,7,20,18,,,,,2015,False
Phoenix,40,15,PHI,15,OTT,18,193,233,10,20,30,5,17,27,,,,,2015,True
Revolution,42,15,CIN,9,MAD,23,317,359,8,25,47,1,11,6,,,,,2015,True
Radicals,29,26,CIN,9,MAD,23,218,247,10,11,16,13,25,37,,,,,2015,False
Express,27,17,CHA,19,JAX,21,266,293,13,24,39,6,21,11,,,,,2015,True
Cannons,26,12,CHA,19,JAX,21,326,352,13,21,26,8,24,24,,,,,2015,False
Riptide,19,11,SEA,20,VAN,21,257,276,18,22,28,3,23,14,,,,,2015,False
Cascades,23,12,SEA,20,VAN,21,221,244,15,23,33,5,22,12,,,,,2015,True
Spiders,16,9,SJ,29,SF,26,259,275,22,28,35,7,31,12,,,,,2015,True
FlameThrowers,19,10,SJ,29,SF,26,347,366,21,31,35,5,28,13,,,,,2015,False
Breeze,22,10,DC,23,OTT,19,246,268,13,21,29,10,25,20,,,,,2015,True
Outlaws,28,10,DC,23,OTT,19,321,349,14,25,34,5,21,13,,,,,2015,False
Radicals,15,13,IND,18,MAD,26,244,259,15,20,28,11,28,15,,,,,2015,False
AlleyCats,23,7,IND,18,MAD,26,363,386,16,28,32,2,20,12,,,,,2015,True
Aviators,17,11,SD,23,LA,25,269,286,19,25,31,6,27,14,,,,,2015,False
Growlers,18,8,SD,23,LA,25,309,327,18,27,33,5,25,11,,,,,2015,True
Flyers,21,16,RAL,33,JAX,26,257,278,23,28,35,10,35,21,,,,,2015,True
Cannons,26,8,RAL,33,JAX,26,282,308,21,35,44,5,28,12,,,,,2015,False
Hustle,31,16,NSH,17,ATL,23,228,259,12,19,26,11,25,31,,,,,2015,False
Nightwatch,37,14,NSH,17,ATL,23,229,266,12,25,43,5,19,12,,,,,2015,True
Spiders,22,10,SJ,32,VAN,26,244,266,22,28,33,10,34,22,,,,,2015,True
Riptide,29,12,SJ,32,VAN,26,246,275,22,34,46,4,28,11,,,,,2015,False
Phoenix,30,10,PHI,21,TOR,26,209,239,16,27,41,5,23,11,,,,,2015,True
Rush,22,15,PHI,21,TOR,26,266,288,17,23,30,9,28,22,,,,,2015,False
Growlers,19,6,SD,22,SEA,26,274,293,18,28,33,4,24,12,,,,,2015,True
Cascades,16,5,SD,22,SEA,26,334,350,18,24,30,8,28,14,,,,,2015,False
Empire,20,13,NY,22,MTL,20,287,307,15,22,32,7,24,12,,,,,2015,True
Royal,22,17,NY,22,MTL,20,267,289,14,24,28,6,22,16,,,,,2015,False
Hustle,32,17,CHA,25,ATL,27,229,261,18,27,41,9,29,18,,,,,2015,False
Express,31,9,CHA,25,ATL,27,238,269,17,28,37,8,27,21,,,,,2015,True
Riptide,33,17,SF,26,VAN,25,253,286,15,28,43,10,28,19,,,,,2015,False
FlameThrowers,32,16,SF,26,VAN,25,283,315,15,28,36,11,28,25,,,,,2015,True
Breeze,35,5,DC,17,TOR,37,154,189,15,38,50,2,19,4,,,,,2015,True
Rush,16,17,DC,17,TOR,37,334,350,16,19,21,21,39,35,,,,,2015,False
Aviators,26,10,LA,20,SEA,29,276,302,16,31,37,4,22,11,,,,,2015,True
Cascades,17,16,LA,20,SEA,29,254,271,17,22,28,12,31,21,,,,,2015,False
Thunderbirds,19,12,IND,20,PIT,28,250,269,19,22,32,9,30,17,,,,,2015,False
AlleyCats,28,10,IND,20,PIT,28,293,321,19,30,39,1,22,12,,,,,2015,True
Revolution,25,14,CIN,25,DET,17,283,308,13,20,26,12,27,26,,,,,2015,True
Mechanix,31,14,CIN,25,DET,17,271,302,14,27,41,4,20,10,,,,,2015,False
Hustle,29,12,RAL,29,ATL,22,298,327,16,31,40,6,24,14,,,,,2015,False
Flyers,24,11,RAL,29,ATL,22,237,261,16,23,30,13,31,22,,,,,2015,True
Legion,16,12,DAL,33,SEA,27,296,312,22,29,34,11,35,17,,,,,2016,True
Rush,32,12,DAL,27,TOR,20,214,246,16,29,41,4,22,12,,,,,2016,False
Legion,24,15,DAL,27,TOR,20,296,320,17,22,30,10,29,24,,,,,2016,True
Radicals,21,11,MAD,25,SEA,26,321,342,18,28,32,7,27,15,,,,,2016,True
Thunderbirds,32,11,MAD,20,PIT,16,261,293,13,22,38,3,18,13,,,,,2016,False
Radicals,28,19,MAD,20,PIT,16,193,221,11,18,25,9,22,25,,,,,2016,True
Rush,32,20,TOR,23,DC,21,253,285,14,23,33,9,26,25,,,,,2016,True
Breeze,34,17,TOR,23,DC,21,239,273,13,26,40,8,23,18,,,,,2016,False
Legion,18,8,DAL,28,ATL,21,29,47,14,23,28,14,30,21,,,,,2016,True
Hustle,26,15,DAL,28,ATL,21,256,282,15,30,37,6,23,12,,,,,2016,False
Cascades,30,24,SF,17,SEA,23,267,297,12,19,33,11,25,23,,,,,2016,False
FlameThrowers,33,14,SF,17,SEA,23,222,255,13,25,35,4,19,17,,,,,2016,True
Flyers,19,11,RAL,23,ATL,25,276,295,19,27,34,4,25,11,,,,,2016,True
Hustle,16,9,RAL,23,ATL,25,303,319,18,25,29,7,27,15,,,,,2016,False
Cascades,12,11,LA,23,SEA,31,252,264,18,25,26,13,33,21,,,,,2016,False
Aviators,20,9,LA,23,SEA,31,338,358,18,33,39,5,25,6,,,,,2016,True
Breeze,19,14,DC,24,NY,20,302,321,15,22,30,9,26,14,,,,,2016,True
Empire,23,10,DC,24,NY,20,224,247,15,26,31,5,22,14,,,,,2016,False
Wind Chill,27,17,PIT,20,MIN,18,233,260,14,22,40,4,20,8,,,,,2016,False
Thunderbirds,25,18,PIT,20,MIN,18,237,262,13,20,22,7,22,25,,,,,2016,True
Flyers,21,8,AUS,33,RAL,12,104,125,7,17,27,0,8,3,,,,,2016,False
Sol,29,20,AUS,33,RAL,12,267,296,13,14,19,20,35,44,,,,,2016,True
Royal,22,16,MTL,27,PHI,19,254,276,18,21,31,9,28,19,,,,,2016,True
Phoenix,28,6,MTL,27,PHI,19,259,287,16,29,37,3,21,13,,,,,2016,False
Wind Chill,23,17,DET,19,MIN,20,224,247,12,21,30,8,22,17,,,,,2016,False
Mechanix,24,11,DET,19,MIN,20,210,234,12,22,29,7,21,15,,,,,2016,True
Cannons,19,12,ATL,27,JAX,26,284,303,20,29,35,6,28,11,,,,,2016,False
Hustle,16,8,ATL,27,JAX,26,263,279,19,28,32,8,29,15,,,,,2016,True
AlleyCats,29,10,MAD,23,IND,17,171,200,13,25,37,4,19,10,,,,,2016,False
Radicals,21,16,MAD,23,IND,17,248,269,13,19,22,10,25,25,,,,,2016,True
Cascades,23,9,SEA,31,VAN,27,31,54,21,29,34,10,33,21,,,,,2016,True
Riptide,26,16,SEA,31,VAN,27,290,316,20,33,44,7,29,12,,,,,2016,False
FlameThrowers,27,14,SF,27,SJ,20,348,375,15,22,27,12,29,31,,,,,2016,True
Spiders,35,17,SF,27,SJ,20,167,202,15,29,47,5,22,11,,,,,2016,False
Growlers,22,10,LA,30,SD,24,300,322,17,32,36,7,26,12,,,,,2016,False
Aviators,15,10,LA,30,SD,24,300,315,18,26,31,12,32,17,,,,,2016,True
Legion,25,21,DAL,27,RAL,22,251,276,20,24,36,7,29,18,,,,,2016,True
Flyers,31,13,DAL,27,RAL,22,97,128,19,29,39,3,24,15,,,,,2016,False
Outlaws,22,19,OTT,37,PHI,16,262,284,14,18,24,23,39,37,,,,,2016,True
Phoenix,44,11,OTT,37,PHI,16,58,102,14,39,52,2,18,9,,,,,2016,False
Thunderbirds,19,15,PIT,29,MIN,21,297,316,18,23,30,11,31,21,,,,,2016,True
Wind Chill,26,14,PIT,29,MIN,21,261,287,16,31,39,5,23,12,,,,,2016,False
Nightwatch,10,11,NSH,30,JAX,26,254,264,23,28,31,7,32,11,,,,,2016,True
Cannons,13,5,NSH,30,JAX,26,309,322,23,32,36,3,28,5,,,,,2016,False
Radicals,25,14,CHI,16,MAD,19,227,252,12,18,25,7,21,23,,,,,2016,False
Union,29,9,CHI,16,MAD,19,364,393,10,21,33,6,18,13,,,,,2016,True
Rush,18,16,TOR,22,NY,20,268,286,12,23,28,10,24,18,,,,,2016,True
Empire,23,6,TOR,22,NY,20,262,285,11,24,30,9,23,13,,,,,2016,False
Aviators,11,7,LA,28,VAN,26,307,318,18,28,30,10,30,13,,,,,2016,True
Riptide,15,6,LA,28,VAN,26,284,299,19,30,32,7,28,10,,,,,2016,False
Rush,15,15,MTL,18,TOR,29,237,252,17,20,22,12,31,23,,,,,2016,False
Royal,25,6,MTL,18,TOR,29,276,301,18,31,41,0,20,4,,,,,2016,True
Spiders,26,11,SD,32,SJ,21,243,269,19,34,40,2,23,10,,,,,2016,False
Growlers,15,18,SD,32,SJ,21,349,364,20,23,31,12,34,19,,,,,2016,True
Thunderbirds,20,14,IND,26,PIT,31,307,327,19,28,33,12,33,20,,,,,2016,False
AlleyCats,24,7,IND,26,PIT,31,185,209,18,33,39,8,28,13,,,,,2016,True
Empire,42,17,OTT,24,NY,19,203,245,15,26,45,4,21,18,,,,,2016,False
Outlaws,34,17,OTT,24,NY,19,184,218,14,21,31,10,26,29,,,,,2016,True
Sol,36,23,AUS,22,DAL,26,250,286,17,28,43,5,24,18,,,,,2016,True
Legion,33,20,AUS,22,DAL,26,234,267,16,24,35,10,28,25,,,,,2016,False
Wind Chill,28,20,MIN,28,CIN,21,308,336,18,23,32,10,30,27,,,,,2016,True
Revolution,37,14,MIN,28,CIN,21,206,243,16,30,45,5,23,14,,,,,2016,False
Express,29,9,NSH,19,CHA,15,208,237,11,21,27,4,17,20,,,,,2016,False
Nightwatch,24,15,NSH,19,CHA,15,301,325,11,17,31,8,21,15,,,,,2016,True
Thunderbirds,26,26,PIT,31,DET,13,182,208,12,15,26,19,33,33,,,,,2016,True
Mechanix,43,16,PIT,31,DET,13,298,341,11,34,46,2,16,14,,,,,2016,False
Flyers,18,17,RAL,28,ATL,22,277,295,17,23,29,11,31,20,,,,,2016,True
Hustle,27,7,RAL,28,ATL,22,232,259,19,30,40,3,24,10,,,,,2016,False
Growlers,26,11,SF,29,SD,25,256,282,20,31,37,5,27,15,,,,,2016,False
FlameThrowers,21,13,SF,29,SD,25,285,306,20,27,37,9,31,16,,,,,2016,True
Phoenix,34,12,PHI,22,OTT,30,283,317,18,32,44,4,24,14,,,,,2016,True
Outlaws,26,24,PHI,22,OTT,30,260,286,18,24,34,12,32,24,,,,,2016,False
Flyers,17,13,RAL,28,NSH,19,222,239,16,21,25,12,30,21,,,,,2016,True
Nightwatch,26,11,RAL,28,NSH,19,290,316,16,30,40,3,21,9,,,,,2016,False
Revolution,28,13,CIN,22,MAD,25,314,342,18,27,38,4,24,16,,,,,2016,True
Radicals,24,15,CIN,22,MAD,25,194,218,19,24,34,6,27,16,,,,,2016,False
Cascades,34,12,SEA,16,LA,22,16,50,11,24,40,5,18,12,,,,,2016,True
Aviators,27,19,SEA,16,LA,22,250,277,12,18,25,10,24,27,,,,,2016,False
AlleyCats,21,10,PIT,25,IND,29,242,263,22,27,30,7,31,23,,,,,2016,False
Thunderbirds,26,5,PIT,25,IND,29,297,323,21,31,44,4,27,8,,,,,2016,True
Growlers,29,12,SJ,24,SD,21,231,260,15,26,40,6,23,11,,,,,2016,False
Spiders,25,14,SJ,24,SD,21,232,257,16,23,28,8,26,25,,,,,2016,True
Breeze,23,11,DC,27,PHI,16,229,252,14,18,23,13,29,29,,,,,2016,True
Phoenix,34,12,DC,27,PHI,16,304,338,13,29,44,3,18,8,,,,,2016,False
Outlaws,25,15,NY,23,OTT,21,262,287,15,25,33,6,23,15,,,,,2016,False
Empire,23,15,NY,23,OTT,21,244,267,15,23,31,8,25,17,,,,,2016,True
Nightwatch,29,8,CHA,28,NSH,19,306,335,17,30,38,2,21,10,,,,,2016,False
Express,18,14,CHA,28,NSH,19,268,286,16,21,29,12,30,21,,,,,2016,True
Radicals,19,16,CHI,10,MAD,21,207,226,10,12,16,11,23,26,,,,,2016,False
Union,31,8,CHI,10,MAD,21,407,438,9,23,38,1,12,5,,,,,2016,True
Riptide,21,13,VAN,20,LA,21,235,256,14,23,31,6,22,12,,,,,2016,True
Aviators,20,15,VAN,20,LA,21,340,360,15,22,27,6,23,16,,,,,2016,False
Mechanix,32,18,DET,22,IND,29,322,354,14,31,42,8,25,15,,,,,2016,True
AlleyCats,26,15,DET,22,IND,29,238,264,15,24,31,14,31,27,,,,,2016,False
Cannons,22,14,JAX,24,AUS,26,228,250,17,28,36,7,27,15,,,,,2016,True
Sol,23,11,JAX,24,AUS,26,246,269,19,27,35,7,28,16,,,,,2016,False
Growlers,32,14,SD,23,VAN,25,280,312,15,27,38,8,25,19,,,,,2016,True
Riptide,30,19,SD,23,VAN,25,236,266,15,25,36,10,27,23,,,,,2016,False
Empire,24,20,NY,28,PHI,13,254,278,11,15,23,17,30,31,,,,,2016,True
Phoenix,41,13,NY,28,PHI,13,53,94,10,30,42,3,15,12,,,,,2016,False
AlleyCats,24,17,IND,29,CHI,17,211,235,15,19,26,14,30,29,,,,,2016,True
Union,39,13,IND,29,CHI,17,303,342,14,31,46,3,19,11,,,,,2016,False
Legion,18,17,DAL,31,ATL,21,327,345,17,23,28,14,33,24,,,,,2016,True
Hustle,27,8,DAL,31,ATL,21,240,267,17,33,42,4,23,9,,,,,2016,False
Aviators,16,12,LA,31,VAN,24,329,345,22,26,29,9,33,21,,,,,2016,True
Riptide,24,11,LA,31,VAN,24,234,258,21,33,43,3,26,6,,,,,2016,False
FlameThrowers,19,9,SJ,24,SF,25,289,308,18,26,32,7,27,15,,,,,2016,False
Spiders,19,12,SJ,24,SF,25,252,271,17,27,33,7,26,13,,,,,2016,True
Phoenix,33,15,PHI,18,DC,34,291,324,16,36,44,2,20,10,,,,,2016,True
Breeze,17,17,PHI,18,DC,34,265,282,18,20,28,16,36,25,,,,,2016,False
Union,29,16,CIN,27,CHI,28,299,328,19,30,41,9,30,18,,,,,2016,False
Revolution,30,12,CIN,27,CHI,28,268,298,20,30,39,7,30,20,,,,,2016,True
Express,24,16,JAX,21,CHA,19,211,235,11,24,30,8,21,17,,,,,2016,False
Cannons,22,10,JAX,21,CHA,19,283,305,12,21,30,9,24,16,,,,,2016,True
Sol,32,12,AUS,29,ATL,31,349,381,20,33,44,9,32,19,,,,,2016,True
Hustle,30,25,AUS,29,ATL,31,260,290,21,32,42,10,33,24,,,,,2016,False
Radicals,26,16,MIN,16,MAD,25,192,218,12,18,27,13,27,27,,,,,2016,False
Wind Chill,33,17,MIN,16,MAD,25,446,479,10,27,38,6,18,15,,,,,2016,True
Phoenix,50,14,OTT,25,PHI,13,201,251,10,27,54,3,15,10,,,,,2016,False
Outlaws,36,19,OTT,25,PHI,13,191,227,11,15,22,14,27,42,,,,,2016,True
FlameThrowers,27,7,SF,22,LA,27,247,274,15,28,36,7,22,14,,,,,2016,True
Aviators,22,17,SF,22,LA,27,294,316,16,24,32,11,29,20,,,,,2016,False
Riptide,18,12,VAN,27,SEA,24,241,259,18,26,31,9,29,14,,,,,2016,True
Cascades,20,6,VAN,27,SEA,24,245,265,17,29,34,7,26,13,,,,,2016,False
Flyers,20,15,CHA,21,RAL,29,307,327,18,23,25,11,31,26,,,,,2016,False
Express,28,12,CHA,21,RAL,29,264,292,17,31,44,4,23,7,,,,,2016,True
Phoenix,46,9,TOR,28,PHI,6,251,297,6,30,46,0,8,7,,,,,2016,False
Rush,23,24,TOR,28,PHI,6,233,256,8,8,15,20,30,38,,,,,2016,True
Royal,24,12,MTL,21,OTT,20,247,271,15,22,32,6,23,15,,,,,2016,True
Outlaws,25,12,MTL,21,OTT,20,236,261,15,23,31,5,22,16,,,,,2016,False
Empire,24,9,DC,27,NY,26,322,346,18,30,38,8,30,13,,,,,2016,False
Breeze,21,13,DC,27,NY,26,310,331,17,29,34,10,30,19,,,,,2016,True
Aviators,25,14,SJ,27,LA,25,267,292,18,29,36,7,27,15,,,,,2016,False
Spiders,22,15,SJ,27,LA,25,311,333,18,27,34,9,29,17,,,,,2016,True
Mechanix,31,8,MAD,37,DET,19,367,398,17,39,46,2,21,8,,,,,2016,False
Radicals,15,19,MAD,37,DET,19,254,269,18,21,26,19,39,27,,,,,2016,True
Legion,16,17,JAX,21,DAL,27,248,264,18,23,31,9,29,15,,,,,2016,False
Cannons,22,9,JAX,21,DAL,27,231,253,18,29,34,3,23,11,,,,,2016,True
Union,29,10,PIT,26,CHI,22,221,250,17,28,43,5,24,10,,,,,2016,False
Thunderbirds,24,13,PIT,26,CHI,22,259,283,17,24,28,9,28,24,,,,,2016,True
