team,turnovers,blocks,home_team,home_score,away_team,away_score,completions,total_passes,o_line_scores,o_line_points,o_line_posessions,d_line_scores,d_line_points,d_line_posessions,rz_scores,rz_posessions,huck_completions,huck_attempts,season,is_home_team
Radicals,17,14,MAD,24,LA,19,307,324,15,21,26,9,26,17,,,,,2018,True
Aviators,22,8,MAD,24,LA,19,282,304,13,26,32,6,21,11,,,,,2018,False
Flyers,26,14,DAL,20,RAL,19,204,230,12,22,30,7,21,17,,,,,2018,False
Legion,25,8,DAL,20,RAL,19,257,282,12,21,31,8,22,16,,,,,2018,True
Rush,27,15,TOR,17,NY,18,246,273,11,20,30,6,20,16,,,,,2018,True
Empire,26,14,TOR,17,NY,18,253,279,11,19,27,7,20,19,,,,,2018,False
Radicals,14,13,MAD,27,IND,18,280,294,18,20,22,9,29,22,,,,,2018,True
AlleyCats,23,5,MAD,27,IND,18,247,270,16,29,38,2,20,4,,,,,2018,False
Flyers,18,13,AUS,23,RAL,26,248,266,17,25,29,9,28,19,,,,,2018,False
Sol,22,10,AUS,23,RAL,26,255,277,16,28,36,7,25,12,,,,,2018,True
Growlers,17,7,LA,26,SD,22,265,282,19,28,36,3,24,6,,,,,2018,False
Aviators,12,8,LA,26,SD,22,269,281,20,24,26,6,28,14,,,,,2018,True
Breeze,37,13,DC,15,NY,19,218,255,13,21,42,2,17,13,,,,,2018,True
Empire,34,18,DC,15,NY,19,239,273,14,17,27,5,20,28,,,,,2018,False
AlleyCats,33,16,IND,20,MIN,19,172,205,14,21,38,6,22,18,,,,,2018,True
Wind Chill,36,17,IND,20,MIN,19,287,323,13,22,33,6,21,23,,,,,2018,False
Royal,26,7,MTL,25,OTT,32,190,216,21,33,41,4,26,11,,,,,2018,True
Outlaws,19,9,MTL,25,OTT,32,208,227,19,26,32,13,34,21,,,,,2018,False
Empire,17,11,PHI,22,NY,30,231,248,19,24,29,11,32,20,,,,,2018,False
Phoenix,25,8,PHI,22,NY,30,330,355,19,32,41,3,24,9,,,,,2018,True
Hustle,17,12,ATL,30,NSH,26,319,336,19,28,33,11,32,18,,,,,2018,True
Nightwatch,22,15,ATL,30,NSH,26,307,329,19,32,38,7,28,13,,,,,2018,False
Wind Chill,21,11,CHI,20,MIN,23,276,297,16,22,32,7,25,15,,,,,2018,False
Union,24,13,CHI,20,MIN,23,257,281,16,25,32,4,22,14,,,,,2018,True
Cascades,17,16,SF,20,SEA,31,286,303,17,22,27,14,33,25,,,,,2018,False
FlameThrowers,28,10,SF,20,SEA,31,278,306,16,33,41,4,22,9,,,,,2018,True
Breeze,13,14,DC,29,NY,19,301,314,18,21,28,11,31,18,,,,,2018,True
Empire,25,9,DC,29,NY,19,268,293,17,31,36,2,21,9,,,,,2018,False
Cannons,19,14,TB,24,NSH,23,346,365,18,21,28,4,24,15,,,,,2018,True
Nightwatch,20,13,TB,24,NSH,23,194,214,16,24,32,3,21,10,,,,,2018,False
AlleyCats,20,15,IND,26,MIN,16,209,229,16,18,28,10,28,20,,,,,2018,True
Wind Chill,30,6,IND,26,MIN,16,282,312,14,28,36,2,18,12,,,,,2018,False
Aviators,25,7,SD,34,LA,21,262,287,18,36,43,3,23,5,,,,,2018,False
Growlers,12,12,SD,34,LA,21,380,392,18,23,24,16,36,25,,,,,2018,True
Mechanix,19,20,PIT,32,DET,10,190,209,8,12,20,24,34,32,,,,,2018,False
Thunderbirds,18,20,PIT,32,DET,10,190,208,8,12,20,24,34,32,,,,,2018,True
Union,17,10,MAD,27,CHI,24,290,307,18,29,37,6,26,8,,,,,2018,False
Radicals,16,12,MAD,27,CHI,24,340,356,20,26,28,7,29,16,,,,,2018,True
Spiders,19,10,SJ,27,SEA,24,308,327,20,26,34,7,29,15,,,,,2018,True
Cascades,23,11,SJ,27,SEA,24,238,261,20,29,36,4,26,14,,,,,2018,False
Rush,25,16,OTT,13,TOR,26,176,201,13,15,30,13,28,23,,,,,2018,False
Outlaws,39,10,OTT,13,TOR,26,216,255,12,28,37,1,15,19,,,,,2018,True
Cannons,4,3,AUS,6,TB,7,69,73,3,7,9,4,8,4,,,,,2018,False
Sol,6,0,AUS,6,TB,7,64,70,4,8,8,2,6,4,,,,,2018,True
Cannons,36,19,DAL,21,TB,16,238,274,10,23,39,6,18,16,,,,,2018,False
Legion,33,21,DAL,21,TB,16,227,260,12,18,28,9,23,30,,,,,2018,True
Phoenix,16,5,NY,27,PHI,23,329,345,19,29,29,4,25,11,,,,,2018,False
Empire,12,11,NY,27,PHI,23,260,272,19,25,31,8,29,10,,,,,2018,True
Royal,24,11,TOR,28,MTL,24,280,304,18,30,37,6,26,12,,,,,2018,False
Rush,19,12,TOR,28,MTL,24,266,285,17,26,32,11,30,18,,,,,2018,True
AlleyCats,15,11,CHI,18,IND,25,293,308,17,20,24,8,27,16,,,,,2018,False
Union,20,4,CHI,18,IND,25,274,294,16,27,35,2,20,7,,,,,2018,True
Hustle,15,10,RAL,26,ATL,25,273,288,20,28,35,5,27,8,,,,,2018,False
Flyers,13,8,RAL,26,ATL,25,302,315,19,27,28,7,28,14,,,,,2018,True
Wind Chill,22,6,MAD,35,MIN,24,314,336,22,37,41,2,26,7,,,,,2018,False
Radicals,11,13,MAD,35,MIN,24,283,294,23,26,30,12,37,19,,,,,2018,True
Cascades,21,12,SEA,25,SJ,24,277,298,20,26,34,5,27,15,,,,,2018,True
Spiders,22,10,SEA,25,SJ,24,272,294,21,27,37,3,26,11,,,,,2018,False
FlameThrowers,28,9,LA,28,SF,21,308,336,18,30,40,3,23,9,,,,,2018,False
Aviators,19,14,LA,28,SF,21,239,258,18,23,29,10,30,22,,,,,2018,True
Empire,15,13,MTL,18,NY,26,299,314,14,20,29,12,28,15,,,,,2018,False
Royal,23,4,MTL,18,NY,26,196,219,14,28,29,4,20,13,,,,,2018,True
FlameThrowers,25,11,SD,27,SF,22,290,315,19,29,39,3,24,11,,,,,2018,False
Growlers,21,12,SD,27,SF,22,312,333,18,24,30,9,29,19,,,,,2018,True
Thunderbirds,39,17,DET,19,PIT,20,225,264,11,21,36,9,22,24,,,,,2018,False
Mechanix,38,15,DET,19,PIT,20,207,245,12,22,37,7,21,22,,,,,2018,True
Phoenix,21,8,DC,25,PHI,15,276,297,11,27,32,4,17,7,,,,,2018,False
Breeze,12,12,DC,25,PHI,15,328,340,13,17,20,12,27,20,,,,,2018,True
Empire,12,12,OTT,23,NY,29,283,295,20,25,29,9,31,15,,,,,2018,False
Outlaws,18,7,OTT,23,NY,29,234,252,19,31,35,4,25,8,,,,,2018,True
Flyers,13,15,RAL,33,NSH,20,332,345,19,22,24,14,35,25,,,,,2018,True
Nightwatch,26,7,RAL,33,NSH,20,278,304,18,35,44,2,22,5,,,,,2018,False
AlleyCats,28,6,MAD,26,IND,17,229,257,16,28,40,1,19,7,,,,,2018,False
Radicals,21,20,MAD,26,IND,17,326,347,18,19,26,8,28,23,,,,,2018,True
Wind Chill,14,10,MIN,25,CHI,23,445,459,19,25,29,6,27,13,,,,,2018,True
Union,17,6,MIN,25,CHI,23,214,231,18,27,33,5,25,9,,,,,2018,False
Sol,35,10,DAL,29,AUS,25,167,202,20,31,47,5,27,15,,,,,2018,False
Legion,29,14,DAL,29,AUS,25,301,330,22,27,36,7,31,24,,,,,2018,True
Cannons,16,16,TB,19,ATL,16,384,400,13,18,22,6,20,16,,,,,2018,True
Hustle,18,11,TB,19,ATL,16,166,184,11,21,29,5,18,9,,,,,2018,False
Nightwatch,48,15,DAL,28,NSH,16,153,201,16,30,51,0,18,16,,,,,2018,False
Legion,37,23,DAL,28,NSH,16,262,299,17,18,34,11,30,33,,,,,2018,True
Royal,36,16,PHI,27,MTL,19,246,282,18,29,53,1,21,4,,,,,2018,False
Phoenix,28,17,PHI,27,MTL,19,279,307,16,21,23,11,29,35,,,,,2018,True
FlameThrowers,21,7,SF,24,LA,25,291,312,20,27,33,4,26,15,,,,,2018,True
Aviators,21,16,SF,24,LA,25,248,269,20,26,37,5,27,11,,,,,2018,False
Breeze,28,12,OTT,29,DC,30,268,296,22,31,45,8,32,15,,,,,2018,False
Outlaws,30,16,OTT,29,DC,30,213,243,22,32,39,7,31,22,,,,,2018,True
Mechanix,23,6,DET,27,CHI,31,249,272,23,33,39,4,29,12,,,,,2018,True
Union,18,18,DET,27,CHI,31,264,282,22,29,37,9,33,16,,,,,2018,False
Cascades,16,9,SEA,22,SD,23,233,249,17,25,31,5,24,9,,,,,2018,True
Growlers,15,7,SEA,22,SD,23,362,377,17,24,28,6,25,13,,,,,2018,False
Hustle,12,14,ATL,30,RAL,20,310,322,16,22,29,14,32,17,,,,,2018,True
Flyers,21,8,ATL,30,RAL,20,354,375,15,32,32,5,22,13,,,,,2018,False
Wind Chill,20,11,MIN,28,PIT,29,344,364,22,31,36,6,31,16,,,,,2018,True
Thunderbirds,21,12,MIN,28,PIT,29,269,290,24,31,40,5,31,12,,,,,2018,False
Nightwatch,35,19,AUS,24,NSH,23,243,278,16,27,37,7,26,25,,,,,2018,False
Sol,35,12,AUS,24,NSH,23,322,357,16,25,42,8,27,19,,,,,2018,True
Empire,17,13,NY,22,MTL,23,274,291,16,24,29,6,24,12,,,,,2018,True
Royal,14,11,NY,22,MTL,23,274,288,16,24,28,7,24,12,,,,,2018,False
Aviators,20,16,SJ,18,LA,27,204,224,15,20,27,12,29,21,,,,,2018,False
Spiders,28,13,SJ,18,LA,27,308,336,15,29,37,3,20,12,,,,,2018,True
Mechanix,36,7,IND,40,DET,20,159,195,17,42,52,3,22,8,,,,,2018,False
AlleyCats,21,27,IND,40,DET,20,279,300,19,22,27,21,42,37,,,,,2018,True
Breeze,27,11,TOR,28,DC,21,279,306,20,30,39,1,23,12,,,,,2018,False
Rush,21,14,TOR,28,DC,21,256,277,20,23,33,8,30,18,,,,,2018,True
Growlers,31,14,SD,25,SEA,27,278,309,20,29,39,5,27,18,,,,,2018,True
Cascades,28,17,SD,25,SEA,27,279,307,19,27,40,8,29,19,,,,,2018,False
Empire,30,10,TOR,25,NY,18,209,239,14,27,38,4,20,10,,,,,2018,False
Rush,21,18,TOR,25,NY,18,248,269,14,20,26,11,27,24,,,,,2018,True
Radicals,17,3,IND,21,MAD,20,255,272,14,23,27,6,22,11,,,,,2018,False
AlleyCats,15,12,IND,21,MAD,20,356,371,16,22,27,5,23,10,,,,,2018,True
Mechanix,45,7,CHI,34,DET,12,200,245,12,36,54,0,14,4,,,,,2018,False
Union,23,17,CHI,34,DET,12,245,268,12,14,18,22,36,42,,,,,2018,True
Legion,16,8,TB,25,DAL,28,325,341,17,27,33,11,30,14,,,,,2018,False
Cannons,18,8,TB,25,DAL,28,252,270,18,30,33,7,27,12,,,,,2018,True
FlameThrowers,37,16,SF,21,SJ,17,182,219,16,19,33,5,23,27,,,,,2018,True
Spiders,39,8,SF,21,SJ,17,191,230,16,23,42,1,19,16,,,,,2018,False
Aviators,22,10,LA,26,SEA,17,265,287,14,19,24,12,28,27,,,,,2018,True
Cascades,32,10,LA,26,SEA,17,304,336,13,28,42,4,19,10,,,,,2018,False
Rush,22,25,TOR,27,OTT,17,225,247,16,19,27,11,29,26,,,,,2018,True
Outlaws,32,10,TOR,27,OTT,17,254,286,16,29,42,1,19,9,,,,,2018,False
Royal,20,17,MTL,26,NY,22,254,274,18,24,27,8,28,23,,,,,2018,True
Empire,25,7,MTL,26,NY,22,211,236,18,28,41,4,24,8,,,,,2018,False
Nightwatch,27,8,RAL,27,NSH,15,224,251,12,29,38,3,17,8,,,,,2018,False
Flyers,14,14,RAL,27,NSH,15,343,357,13,17,21,14,29,24,,,,,2018,True
Thunderbirds,18,4,PIT,21,MAD,25,327,345,19,27,35,2,23,5,,,,,2018,True
Radicals,14,12,PIT,21,MAD,25,278,292,18,23,25,7,27,16,,,,,2018,False
Wind Chill,19,26,MIN,37,DET,18,253,272,18,20,27,19,39,32,,,,,2018,True
Mechanix,37,7,MIN,37,DET,18,260,297,17,39,49,1,20,8,,,,,2018,False
Hustle,19,8,ATL,20,DAL,24,205,224,18,26,34,2,22,7,,,,,2018,True
Legion,15,11,ATL,20,DAL,24,422,437,19,22,27,5,26,15,,,,,2018,False
Breeze,19,9,DC,25,TOR,24,370,389,18,27,30,7,27,19,,,,,2018,True
Rush,20,9,DC,25,TOR,24,279,299,18,27,37,6,27,10,,,,,2018,False
Spiders,22,15,SJ,21,SD,20,298,320,11,22,26,10,23,20,,,,,2018,True
Growlers,24,13,SJ,21,SD,20,295,319,12,23,33,8,22,12,,,,,2018,False
Thunderbirds,30,9,PHI,30,PIT,21,277,307,19,32,46,2,23,6,,,,,2018,False
Phoenix,19,17,PHI,30,PIT,21,274,293,20,23,26,10,32,26,,,,,2018,True
Union,22,8,CHI,21,MAD,22,319,341,17,24,30,4,23,14,,,,,2018,True
Radicals,20,7,CHI,21,MAD,22,274,294,17,23,32,5,24,13,,,,,2018,False
Sol,21,12,AUS,17,DAL,19,200,221,12,21,28,5,19,13,,,,,2018,True
Legion,21,14,AUS,17,DAL,19,283,304,13,19,27,6,21,15,,,,,2018,False
Nightwatch,19,7,NSH,21,ATL,24,293,312,18,24,27,3,21,13,,,,,2018,True
Hustle,14,6,NSH,21,ATL,24,264,278,17,23,32,7,26,10,,,,,2018,False
Outlaws,28,13,OTT,26,MTL,27,249,277,18,29,40,8,29,17,,,,,2018,True
Royal,26,16,OTT,26,MTL,27,265,291,20,28,37,7,29,20,,,,,2018,False
Radicals,19,13,MAD,20,MIN,17,242,261,12,19,21,8,22,21,,,,,2018,True
Wind Chill,22,8,MAD,20,MIN,17,359,381,12,22,32,5,19,8,,,,,2018,False
Aviators,24,14,LA,23,SF,19,237,261,16,21,28,7,24,21,,,,,2018,True
FlameThrowers,28,7,LA,23,SF,19,246,274,16,25,38,3,21,12,,,,,2018,False
Phoenix,31,13,PHI,22,OTT,21,266,297,15,23,34,7,24,21,,,,,2018,True
Outlaws,34,14,PHI,22,OTT,21,198,232,14,24,38,7,23,18,,,,,2018,False
Hustle,15,7,ATL,28,DAL,29,227,242,21,31,35,7,30,11,,,,,2018,True
Legion,15,10,ATL,28,DAL,29,350,365,21,30,34,8,31,13,,,,,2018,False
Rush,28,17,MTL,20,TOR,24,205,233,14,22,31,10,26,25,,,,,2018,False
Royal,31,13,MTL,20,TOR,24,239,270,12,26,36,8,22,17,,,,,2018,True
Spiders,30,14,SEA,25,SJ,29,319,349,18,27,35,10,30,26,,,,,2018,False
Cascades,35,15,SEA,25,SJ,29,229,264,17,31,44,8,27,16,,,,,2018,True
FlameThrowers,26,14,SD,24,SF,25,309,335,20,26,35,5,28,18,,,,,2018,False
Growlers,27,16,SD,24,SF,25,288,315,20,28,41,4,26,15,,,,,2018,True
Empire,22,19,NY,24,OTT,21,281,303,15,23,34,9,26,14,,,,,2018,True
Outlaws,25,13,NY,24,OTT,21,208,233,14,26,30,7,23,18,,,,,2018,False
AlleyCats,29,12,MIN,22,IND,18,235,264,17,24,39,1,20,10,,,,,2018,False
Wind Chill,24,14,MIN,22,IND,18,248,272,17,20,28,5,24,20,,,,,2018,True
Breeze,23,17,PIT,11,DC,20,342,365,8,13,20,12,22,27,,,,,2018,False
Thunderbirds,34,9,PIT,11,DC,20,169,203,9,22,37,2,13,9,,,,,2018,True
Nightwatch,35,13,NSH,21,DAL,31,213,248,21,33,46,0,23,12,,,,,2018,True
Legion,25,21,NSH,21,DAL,31,319,344,21,22,34,10,33,25,,,,,2018,False
Mechanix,34,12,DET,18,CHI,25,309,343,16,27,37,2,20,18,,,,,2018,True
Union,29,17,DET,18,CHI,25,196,225,16,20,36,9,27,21,,,,,2018,False
Cannons,21,10,TB,26,AUS,27,292,313,19,29,35,7,28,13,,,,,2018,True
Sol,20,8,TB,26,AUS,27,287,307,19,28,33,8,29,16,,,,,2018,False
Flyers,11,19,RAL,32,AUS,14,290,301,12,16,19,20,34,28,,,,,2018,True
Sol,31,4,RAL,32,AUS,14,211,242,11,34,39,3,16,6,,,,,2018,False
Outlaws,21,11,OTT,30,PHI,18,219,240,14,20,26,16,32,27,,,,,2018,True
Phoenix,33,8,OTT,30,PHI,18,235,268,13,32,42,5,20,12,,,,,2018,False
Growlers,20,5,LA,25,SD,23,313,333,14,27,34,9,25,10,,,,,2018,False
Aviators,17,11,LA,25,SD,23,272,289,16,25,26,9,27,19,,,,,2018,True
Flyers,9,10,MAD,16,RAL,24,365,374,13,18,20,11,26,17,,,,,2018,False
Radicals,19,6,MAD,16,RAL,24,295,314,13,26,30,3,18,5,,,,,2018,True
Rush,20,9,TOR,28,PHI,23,225,245,20,25,33,8,30,19,,,,,2018,True
Phoenix,27,4,TOR,28,PHI,23,293,320,20,30,39,3,25,12,,,,,2018,False
Breeze,16,13,DC,29,NY,21,264,280,17,23,27,12,31,20,,,,,2018,True
Empire,24,11,DC,29,NY,21,236,260,16,31,39,5,23,9,,,,,2018,False
AlleyCats,12,11,IND,26,CHI,22,285,297,20,24,26,6,28,14,,,,,2018,True
Union,17,5,IND,26,CHI,22,267,284,20,28,36,2,24,5,,,,,2018,False
Sol,23,12,NSH,27,AUS,21,191,214,18,29,35,3,23,10,,,,,2018,False
Nightwatch,16,11,NSH,27,AUS,21,263,279,18,23,30,9,29,17,,,,,2018,True
Rush,32,18,TOR,21,OTT,19,275,307,11,21,29,10,23,27,,,,,2018,True
Outlaws,35,16,TOR,21,OTT,19,179,214,11,23,39,8,21,17,,,,,2018,False
Wind Chill,21,13,DET,24,MIN,34,223,244,20,26,31,14,36,26,,,,,2018,False
Mechanix,30,14,DET,24,MIN,34,254,284,20,36,47,4,26,11,,,,,2018,True
Royal,31,15,MTL,21,DC,20,199,230,12,22,33,9,23,22,,,,,2018,True
Breeze,32,19,MTL,21,DC,20,254,286,12,23,36,8,22,19,,,,,2018,False
Hustle,24,6,DAL,26,ATL,21,196,220,18,28,39,3,23,9,,,,,2018,False
Legion,20,7,DAL,26,ATL,21,302,322,19,23,29,7,28,20,,,,,2018,True
Nightwatch,18,15,NSH,32,TB,30,254,272,23,32,37,9,34,17,,,,,2018,True
Cannons,24,16,NSH,32,TB,30,315,339,23,34,42,7,32,15,,,,,2018,False
Spiders,26,19,SJ,24,SEA,14,294,320,11,16,24,13,26,30,,,,,2018,True
Cascades,38,8,SJ,24,SEA,14,181,219,11,26,41,3,16,11,,,,,2018,False
Empire,15,13,NY,23,PHI,15,237,252,13,17,23,10,25,18,,,,,2018,True
Phoenix,21,8,NY,23,PHI,15,267,288,13,25,32,2,17,7,,,,,2018,False
Thunderbirds,35,10,PIT,21,MIN,33,227,262,16,35,43,5,23,13,,,,,2018,True
Wind Chill,22,23,PIT,21,MIN,33,264,286,16,23,31,17,35,27,,,,,2018,False
Radicals,17,13,CHI,16,MAD,24,229,246,14,18,25,10,26,19,,,,,2018,False
Union,25,5,CHI,16,MAD,24,373,398,13,26,31,3,18,10,,,,,2018,True
Aviators,15,15,SD,20,LA,25,262,277,17,22,25,8,27,18,,,,,2018,False
Growlers,21,10,SD,20,LA,25,291,312,16,27,34,4,22,8,,,,,2018,True
Breeze,29,9,TOR,33,DC,20,274,303,15,35,41,5,22,11,,,,,2018,False
Rush,17,19,TOR,33,DC,20,280,297,16,22,28,17,35,25,,,,,2018,True
Hustle,28,10,AUS,28,ATL,19,253,281,16,30,40,3,21,10,,,,,2018,False
Sol,20,11,AUS,28,ATL,19,290,310,16,21,27,12,30,22,,,,,2018,True
FlameThrowers,26,13,SF,32,SEA,29,261,287,25,31,36,7,34,25,,,,,2018,True
Cascades,30,14,SF,32,SEA,29,217,247,24,34,47,5,31,13,,,,,2018,False
Royal,25,10,MTL,18,TOR,21,237,262,12,23,29,6,20,18,,,,,2018,True
Rush,24,11,MTL,18,TOR,21,215,239,13,20,31,8,23,16,,,,,2018,False
Thunderbirds,24,14,IND,27,PIT,24,259,283,21,29,35,3,26,14,,,,,2018,False
AlleyCats,20,8,IND,27,PIT,24,271,291,21,26,36,6,29,14,,,,,2018,True
Aviators,25,17,SEA,26,LA,30,232,257,20,28,37,10,32,19,,,,,2018,False
Cascades,29,17,SEA,26,LA,30,296,325,19,32,41,7,28,16,,,,,2018,True
Radicals,14,30,MAD,37,DET,8,211,225,10,10,13,27,39,41,,,,,2018,True
Mechanix,44,6,MAD,37,DET,8,409,453,8,39,49,0,10,3,,,,,2018,False
Hustle,9,7,ATL,27,TB,26,238,247,22,28,29,5,29,10,,,,,2018,True
Cannons,9,6,ATL,27,TB,26,408,417,21,29,32,5,28,7,,,,,2018,False
FlameThrowers,27,17,SJ,23,SF,26,235,262,19,25,39,7,28,17,,,,,2018,False
Spiders,31,11,SJ,23,SF,26,284,315,20,28,37,3,25,19,,,,,2018,True
Breeze,19,9,DC,25,RAL,24,225,244,18,26,33,7,27,14,,,,,2018,True
Flyers,21,11,DC,25,RAL,24,295,316,19,27,33,5,26,13,,,,,2018,False
Union,24,11,CHI,21,PIT,16,290,314,12,18,23,9,23,23,,,,,2018,True
Thunderbirds,28,13,CHI,21,PIT,16,209,237,14,23,37,2,18,9,,,,,2018,False
Mechanix,37,9,MIN,34,DET,17,246,283,17,36,52,0,19,5,,,,,2018,False
Wind Chill,22,14,MIN,34,DET,17,267,289,16,19,22,18,36,34,,,,,2018,True
Sol,30,14,AUS,23,DAL,27,212,242,18,29,41,5,25,15,,,,,2018,True
Legion,27,19,AUS,23,DAL,27,235,262,18,25,34,9,29,23,,,,,2018,False
Outlaws,25,16,OTT,22,PHI,19,192,217,17,21,31,5,24,20,,,,,2018,True
Phoenix,30,15,OTT,22,PHI,19,286,316,16,24,37,3,21,13,,,,,2018,False
Thunderbirds,35,9,PIT,18,IND,27,222,257,18,29,42,0,20,12,,,,,2018,True
AlleyCats,25,22,PIT,18,IND,27,280,305,18,20,31,9,29,24,,,,,2018,False
Nightwatch,23,15,NSH,22,AUS,20,229,252,15,22,31,7,24,16,,,,,2018,True
Sol,26,3,NSH,22,AUS,20,206,232,16,24,33,4,22,14,,,,,2018,False
Cannons,17,7,RAL,23,TB,20,277,294,13,25,29,7,22,11,,,,,2018,False
Flyers,15,10,RAL,23,TB,20,274,289,14,22,25,9,25,14,,,,,2018,True
Aviators,20,10,LA,33,SJ,31,209,229,27,33,40,6,35,15,,,,,2018,True
Spiders,21,8,LA,33,SJ,31,308,329,26,35,43,5,33,13,,,,,2018,False
Cascades,25,17,SEA,27,SF,25,325,350,24,27,36,3,29,17,,,,,2018,True
FlameThrowers,26,12,SEA,27,SF,25,295,321,21,29,41,4,27,12,,,,,2018,False
Phoenix,40,24,MTL,14,PHI,17,192,232,12,16,29,5,19,30,,,,,2018,False
Royal,43,19,MTL,14,PHI,17,186,229,12,19,43,2,16,16,,,,,2018,True
Radicals,18,8,MIN,19,MAD,20,212,230,14,21,28,6,22,12,,,,,2018,False
Wind Chill,20,12,MIN,19,MAD,20,405,425,15,22,28,4,21,12,,,,,2018,True
Mechanix,33,13,DET,22,IND,31,273,306,19,33,41,2,23,16,,,,,2018,True
AlleyCats,24,22,DET,22,IND,31,261,285,20,23,37,11,33,20,,,,,2018,False
Empire,22,14,NY,19,DC,18,268,290,14,20,26,5,21,16,,,,,2018,True
Breeze,22,12,NY,19,DC,18,253,275,15,21,32,3,20,11,,,,,2018,False
Sol,10,8,ATL,22,AUS,23,203,213,15,24,24,8,25,12,,,,,2018,False
Hustle,12,6,ATL,22,AUS,23,234,246,16,25,29,6,24,7,,,,,2018,True
Growlers,20,14,SD,31,SJ,28,255,275,20,30,36,11,33,19,,,,,2018,True
Spiders,22,11,SD,31,SJ,28,306,328,20,33,39,8,30,14,,,,,2018,False
FlameThrowers,29,9,SF,21,SD,25,265,294,14,27,37,7,24,16,,,,,2018,True
Growlers,25,17,SF,21,SD,25,258,283,14,23,30,11,27,22,,,,,2018,False
Legion,25,12,DAL,20,RAL,24,219,244,17,26,37,3,22,11,,,,,2018,True
Flyers,20,10,DAL,20,RAL,24,291,311,17,22,29,7,26,18,,,,,2018,False
Thunderbirds,43,10,MAD,29,PIT,13,300,343,10,31,47,3,15,9,,,,,2018,False
Radicals,25,25,MAD,29,PIT,13,233,258,11,15,21,18,31,37,,,,,2018,True
Nightwatch,26,6,TB,25,NSH,13,228,254,12,27,34,1,15,8,,,,,2018,False
Cannons,15,20,TB,25,NSH,13,389,404,14,15,22,11,27,20,,,,,2018,True
Royal,26,15,OTT,33,MTL,35,259,285,25,35,44,10,37,20,,,,,2018,False
Outlaws,28,12,OTT,33,MTL,35,243,271,26,38,48,7,35,16,,,,,2018,True
Union,22,7,CHI,21,IND,25,272,294,17,27,36,4,23,8,,,,,2018,True
AlleyCats,17,11,CHI,21,IND,25,223,240,18,23,27,7,27,18,,,,,2018,False
Phoenix,26,11,PHI,18,DC,18,239,265,13,20,26,5,20,20,,,,,2018,True
Breeze,27,13,PHI,18,DC,18,223,250,13,20,33,5,20,12,,,,,2018,False
Growlers,33,20,SJ,18,SD,17,300,333,11,21,36,6,19,19,,,,,2018,False
Spiders,30,14,SJ,18,SD,17,244,274,10,19,29,8,21,22,,,,,2018,True
Flyers,20,14,AUS,25,RAL,23,283,303,19,28,40,6,24,9,,,,,2018,False
Sol,19,10,AUS,25,RAL,23,320,339,18,25,27,7,28,18,,,,,2018,True
Spiders,27,7,LA,25,SJ,16,266,293,12,27,31,4,18,15,,,,,2018,False
Aviators,21,21,LA,25,SJ,16,215,236,13,18,29,12,26,19,,,,,2018,True
Outlaws,29,10,DC,26,OTT,19,220,249,15,28,34,4,21,16,,,,,2018,False
Breeze,22,13,DC,26,OTT,19,246,268,15,21,33,11,28,18,,,,,2018,True
Legion,33,27,DAL,23,AUS,21,262,295,16,23,36,7,26,23,,,,,2018,True
Sol,36,21,DAL,23,AUS,21,231,267,14,26,40,7,23,20,,,,,2018,False
Rush,14,18,SF,18,TOR,28,213,227,16,20,24,12,30,21,,,,,2018,False
FlameThrowers,24,9,SF,18,TOR,28,282,306,15,30,38,3,20,8,,,,,2018,True
Hustle,10,6,ATL,19,TB,18,200,210,15,20,23,4,21,9,,,,,2018,True
Cannons,12,5,ATL,19,TB,18,420,432,15,21,25,3,20,7,,,,,2018,False
Cascades,18,8,SD,26,SEA,25,310,328,21,28,39,4,27,6,,,,,2018,False
Growlers,17,12,SD,26,SEA,25,307,324,23,27,29,3,28,18,,,,,2018,True
Nightwatch,21,6,NSH,26,RAL,31,272,293,23,31,38,3,26,9,,,,,2018,True
Flyers,14,12,NSH,26,RAL,31,295,309,24,28,34,7,33,13,,,,,2018,False
AlleyCats,18,20,IND,27,PIT,18,278,296,17,20,28,10,29,20,,,,,2018,True
Thunderbirds,28,7,IND,27,PIT,18,218,246,17,29,38,1,20,9,,,,,2018,False
Empire,12,12,NY,28,OTT,16,292,304,14,18,23,14,30,19,,,,,2018,True
Outlaws,23,6,NY,28,OTT,16,231,254,14,30,35,2,18,7,,,,,2018,False
Royal,27,11,PHI,26,MTL,21,206,233,18,28,41,3,23,10,,,,,2018,False
Phoenix,22,17,PHI,26,MTL,21,291,313,19,23,29,7,28,22,,,,,2018,True
Mechanix,35,13,DET,12,MAD,27,365,400,12,29,43,0,14,8,,,,,2018,True
Radicals,24,22,DET,12,MAD,27,227,251,13,14,21,14,29,30,,,,,2018,False
Wind Chill,21,8,MIN,24,CHI,23,341,362,16,26,31,8,27,16,,,,,2018,True
Union,19,9,MIN,24,CHI,23,272,291,16,27,35,7,27,10,,,,,2018,False
Rush,38,17,PHI,18,TOR,19,149,187,11,20,35,8,21,26,,,,,2018,False
Phoenix,41,15,PHI,18,TOR,19,207,248,13,21,39,5,20,22,,,,,2018,True
Legion,41,21,DAL,20,LA,17,213,254,13,19,29,7,22,35,,,,,2018,True
Aviators,45,18,DAL,20,LA,17,178,223,12,22,48,5,19,15,,,,,2018,False
